,Lake,d2H
Ter,Hirvijarvi,-94.1670638442167
Ter,Hirvijarvi,-114.637337856934
Ter,Hirvijarvi,-96.6527753770112
Ter,Hirvijarvi,-119.017996017633
Ter,Hirvijarvi,-89.8068601306628
Ter,Hirvijarvi,-108.423723842341
Ter,Hirvijarvi,-99.7522450253589
Ter,Hirvijarvi,-88.0001472724514
Ter,Hirvijarvi,-94.4093841853815
Ter,Hirvijarvi,-93.9690753720908
Ter,Hirvijarvi,-126.516252370213
Ter,Hirvijarvi,-101.881346611092
Ter,Hirvijarvi,-110.548163465766
Ter,Hirvijarvi,-105.177668176625
Ter,Hirvijarvi,-110.186094092846
Ter,Hirvijarvi,-112.654467257266
Ter,Hirvijarvi,-115.596163091376
Ter,Hirvijarvi,-97.5398295140395
Ter,Hirvijarvi,-116.798119301762
Ter,Hirvijarvi,-106.367767829546
Ter,Hirvijarvi,-115.393473951949
Ter,Hirvijarvi,-113.294123172368
Ter,Hirvijarvi,-123.039557720017
Ter,Hirvijarvi,-123.176903257076
Ter,Hirvijarvi,-112.990859902292
Ter,Hirvijarvi,-101.332807830612
Ter,Hirvijarvi,-110.213232785775
Ter,Hirvijarvi,-109.131018034762
Ter,Hirvijarvi,-94.4235735779447
Ter,Hirvijarvi,-115.483288662309
Ter,Hirvijarvi,-120.097049400054
Ter,Hirvijarvi,-124.933225752309
Ter,Hirvijarvi,-95.6481063739698
Ter,Hirvijarvi,-100.738557227516
Ter,Hirvijarvi,-97.8735732393414
Ter,Hirvijarvi,-88.2667845301062
Ter,Hirvijarvi,-103.9530489914
Ter,Hirvijarvi,-109.618670065261
Ter,Hirvijarvi,-108.242540330231
Ter,Hirvijarvi,-116.929298916116
Ter,Hirvijarvi,-117.960681391945
Ter,Hirvijarvi,-94.1288953653929
Ter,Hirvijarvi,-101.747917334297
Ter,Hirvijarvi,-107.221367068891
Ter,Hirvijarvi,-95.7948324192749
Ter,Hirvijarvi,-103.538780584871
Ter,Hirvijarvi,-118.904778203629
Ter,Hirvijarvi,-119.76408069185
Ter,Hirvijarvi,-88.332009890304
Ter,Hirvijarvi,-113.604059649431
Ter,Hirvijarvi,-107.831111144023
Ter,Hirvijarvi,-117.029477952395
Ter,Hirvijarvi,-110.323300002021
Ter,Hirvijarvi,-98.5883212389906
Ter,Hirvijarvi,-117.917798526312
Ter,Hirvijarvi,-124.954668183661
Ter,Hirvijarvi,-113.62417886095
Ter,Hirvijarvi,-105.920579987728
Ter,Hirvijarvi,-116.542181776045
Ter,Hirvijarvi,-91.9183706364863
Ter,Hirvijarvi,-115.718896403413
Ter,Hirvijarvi,-94.6112987771369
Ter,Hirvijarvi,-120.69083264187
Ter,Hirvijarvi,-137.036574163498
Ter,Hirvijarvi,-105.827855058481
Ter,Hirvijarvi,-118.851906528336
Ter,Hirvijarvi,-106.07327971882
Ter,Hirvijarvi,-112.959616214789
Ter,Hirvijarvi,-107.16193406714
Ter,Hirvijarvi,-115.711164730998
Ter,Hirvijarvi,-104.745428862672
Ter,Hirvijarvi,-106.030240002064
Ter,Hirvijarvi,-85.2268465721788
Ter,Hirvijarvi,-93.3090940352349
Ter,Hirvijarvi,-101.367214957418
Ter,Hirvijarvi,-128.231700624054
Ter,Hirvijarvi,-112.530291623445
Ter,Hirvijarvi,-112.567966751267
Ter,Hirvijarvi,-97.0662706381417
Ter,Hirvijarvi,-117.817853580465
Ter,Hirvijarvi,-112.610988687287
Ter,Hirvijarvi,-122.611445019059
Ter,Hirvijarvi,-99.2639386137508
Ter,Hirvijarvi,-123.48501853312
Ter,Hirvijarvi,-84.8103507768149
Ter,Hirvijarvi,-94.9557744956404
Ter,Hirvijarvi,-107.601326765449
Ter,Hirvijarvi,-114.903074881449
Aq,Horkajarvi,-220.350457148733
Aq,Horkajarvi,-206.029306815539
Aq,Horkajarvi,-195.356782972531
Aq,Horkajarvi,-184.555819213961
Aq,Horkajarvi,-140.20247798072
Aq,Horkajarvi,-206.47991139072
Aq,Horkajarvi,-206.736656631264
Aq,Horkajarvi,-155.437267231042
Aq,Horkajarvi,-185.61301751512
Aq,Horkajarvi,-164.447713097693
Aq,Horkajarvi,-201.348777103019
Aq,Horkajarvi,-198.259321524805
Aq,Horkajarvi,-222.253101788819
Aq,Horkajarvi,-196.842022201216
Aq,Horkajarvi,-192.161257646931
Aq,Horkajarvi,-142.304377925763
Aq,Horkajarvi,-143.969156044406
Aq,Horkajarvi,-172.465997117542
Aq,Horkajarvi,-193.369693984635
Aq,Horkajarvi,-199.064600351021
Aq,Horkajarvi,-144.594656186263
Aq,Horkajarvi,-206.368203833537
Aq,Horkajarvi,-142.365155257813
Aq,Horkajarvi,-173.017246963498
Aq,Horkajarvi,-156.024519384897
Aq,Horkajarvi,-188.750092056027
Aq,Horkajarvi,-214.1151090354
Aq,Horkajarvi,-202.479085200056
Aq,Horkajarvi,-216.902462758982
Aq,Horkajarvi,-190.486707119679
Aq,Horkajarvi,-233.939543506702
Aq,Horkajarvi,-188.428475346048
Aq,Horkajarvi,-193.058016747804
Aq,Horkajarvi,-176.787349003335
Aq,Horkajarvi,-165.964869715883
Aq,Horkajarvi,-217.182331312915
Aq,Horkajarvi,-191.012115620011
Aq,Horkajarvi,-167.686600479236
Aq,Horkajarvi,-155.811451232704
Aq,Horkajarvi,-191.072919367706
Aq,Horkajarvi,-121.521579927593
Aq,Horkajarvi,-166.334325681883
Aq,Horkajarvi,-164.380693361128
Aq,Horkajarvi,-212.235909094285
Aq,Horkajarvi,-174.563878063916
Aq,Horkajarvi,-152.776970690822
Aq,Horkajarvi,-179.979031739954
Aq,Horkajarvi,-182.376190174572
Aq,Horkajarvi,-182.439983828075
Aq,Horkajarvi,-157.206089038758
Aq,Horkajarvi,-138.185561547808
Aq,Horkajarvi,-154.171528936542
Aq,Horkajarvi,-209.083026375424
Aq,Horkajarvi,-190.191872553353
Aq,Horkajarvi,-202.299200238923
Aq,Horkajarvi,-176.39527165065
Aq,Horkajarvi,-163.670307904918
Aq,Horkajarvi,-189.358287040134
Aq,Horkajarvi,-160.522698762038
Aq,Horkajarvi,-151.047352005193
Aq,Horkajarvi,-202.086436986754
Aq,Horkajarvi,-174.343450711971
Aq,Horkajarvi,-150.959500084014
Aq,Horkajarvi,-167.100434184418
Aq,Horkajarvi,-195.56200516305
Aq,Horkajarvi,-163.322378016677
Aq,Horkajarvi,-145.757917126388
Aq,Horkajarvi,-123.419222353251
Aq,Horkajarvi,-190.601722985898
Aq,Horkajarvi,-179.820067235122
Aq,Horkajarvi,-179.157210380376
Aq,Horkajarvi,-160.719200480747
Aq,Horkajarvi,-235.774278411118
Aq,Horkajarvi,-183.501220812412
Aq,Horkajarvi,-203.466018931049
Aq,Horkajarvi,-177.824710095949
Aq,Horkajarvi,-201.935042269315
Aq,Horkajarvi,-193.674740965087
Aq,Horkajarvi,-214.246147257688
Aq,Horkajarvi,-188.933543597333
Aq,Horkajarvi,-196.502216364867
Aq,Horkajarvi,-186.435468501912
Aq,Horkajarvi,-169.615919172644
Aq,Horkajarvi,-199.594814016348
Aq,Horkajarvi,-161.576758712718
Aq,Horkajarvi,-166.858487248054
Aq,Horkajarvi,-171.697825042173
Aq,Horkajarvi,-224.819162586613
Aq,Horkajarvi,-201.620703105339
Aq,Horkajarvi,-132.297710327073
Aq,Horkajarvi,-173.629174789118
Aq,Horkajarvi,-158.386656180636
Aq,Horkajarvi,-151.612512757656
Aq,Horkajarvi,-206.939933594283
Aq,Horkajarvi,-209.272111881715
Aq,Horkajarvi,-159.226279188498
Aq,Horkajarvi,-141.106663777751
Aq,Horkajarvi,-181.580631211582
Aq,Horkajarvi,-187.668469038476
Aq,Horkajarvi,-223.546754844534
Ter,Horkajarvi,-99.562188195962
Ter,Horkajarvi,-112.06743318703
Ter,Horkajarvi,-98.1738264420178
Ter,Horkajarvi,-108.956271831962
Ter,Horkajarvi,-126.514159215069
Ter,Horkajarvi,-142.828471354466
Ter,Horkajarvi,-119.30903245983
Ter,Horkajarvi,-112.455082958423
Ter,Horkajarvi,-122.242200172209
Ter,Horkajarvi,-110.796891168629
Ter,Horkajarvi,-114.97060473674
Ter,Horkajarvi,-133.115025160478
Ter,Horkajarvi,-97.9797127131683
Ter,Horkajarvi,-106.665391449911
Ter,Horkajarvi,-107.802212526291
Ter,Horkajarvi,-126.284706070663
Ter,Horkajarvi,-113.970951514771
Ter,Horkajarvi,-117.912219624614
Ter,Horkajarvi,-95.9017077874414
Ter,Horkajarvi,-100.284120939703
Ter,Horkajarvi,-131.874983387801
Ter,Horkajarvi,-109.85901655513
Ter,Horkajarvi,-111.513024279769
Ter,Horkajarvi,-115.839178985295
Ter,Horkajarvi,-114.093356094568
Ter,Horkajarvi,-130.573238523515
Ter,Horkajarvi,-104.994154361818
Ter,Horkajarvi,-101.439623344554
Ter,Horkajarvi,-98.6023340560443
Ter,Horkajarvi,-121.571696611409
Ter,Horkajarvi,-107.753621024882
Ter,Horkajarvi,-101.209773467108
Ter,Horkajarvi,-104.02910065058
Ter,Horkajarvi,-96.706214678055
Ter,Horkajarvi,-102.634792985781
Ter,Horkajarvi,-111.838725998175
Ter,Horkajarvi,-131.110110712419
Ter,Horkajarvi,-118.68864210519
Ter,Horkajarvi,-104.595401073722
Ter,Horkajarvi,-105.284433622262
Ter,Horkajarvi,-101.039156718541
Ter,Horkajarvi,-102.687874328871
Ter,Horkajarvi,-107.420360981261
Ter,Horkajarvi,-122.527046396764
Ter,Horkajarvi,-113.610849412015
Ter,Horkajarvi,-114.704238959067
Ter,Horkajarvi,-113.64098239045
Ter,Horkajarvi,-111.697124990906
Ter,Horkajarvi,-112.980703959289
Ter,Horkajarvi,-128.130773100023
Ter,Horkajarvi,-117.365416504491
Ter,Horkajarvi,-125.021799488915
Ter,Horkajarvi,-117.647408586024
Ter,Horkajarvi,-104.087624908683
Ter,Horkajarvi,-104.984682783829
Ter,Horkajarvi,-112.070569518603
Ter,Horkajarvi,-124.947140619789
Ter,Horkajarvi,-111.125955713013
Ter,Horkajarvi,-104.642715741841
Ter,Horkajarvi,-94.3520900662801
Ter,Horkajarvi,-124.43516758572
Ter,Horkajarvi,-121.809644779361
Ter,Horkajarvi,-116.971146028139
Ter,Horkajarvi,-118.850267847072
Ter,Horkajarvi,-131.903372974071
Ter,Horkajarvi,-110.007898020636
Ter,Horkajarvi,-117.265315487292
Ter,Horkajarvi,-92.8470785607469
Ter,Horkajarvi,-121.078850315557
Ter,Horkajarvi,-118.642893245184
Ter,Horkajarvi,-121.02075450271
Ter,Horkajarvi,-107.989561941719
Ter,Horkajarvi,-111.339896848511
Ter,Horkajarvi,-130.121747487734
Ter,Horkajarvi,-143.107024481016
Ter,Horkajarvi,-126.865885152049
Ter,Horkajarvi,-132.583202469278
Ter,Horkajarvi,-122.372847178163
Ter,Horkajarvi,-125.331675737912
Ter,Horkajarvi,-131.350259465273
Ter,Horkajarvi,-108.79964810497
Ter,Horkajarvi,-104.63894223733
Ter,Horkajarvi,-102.233985683017
Ter,Horkajarvi,-130.689042383979
Ter,Horkajarvi,-121.666551134923
Ter,Horkajarvi,-116.427898878897
Ter,Horkajarvi,-114.864070815752
Ter,Horkajarvi,-135.429154897617
Ter,Horkajarvi,-100.643869497136
Ter,Horkajarvi,-119.969663822604
Ter,Horkajarvi,-110.573668011013
Ter,Horkajarvi,-104.687484644177
Ter,Horkajarvi,-116.429878843886
Ter,Horkajarvi,-116.44756387919
Ter,Horkajarvi,-126.894393744315
Ter,Horkajarvi,-117.70923069967
Ter,Horkajarvi,-116.332036556259
Ter,Horkajarvi,-96.6429268057605
Ter,Horkajarvi,-112.583647646814
Ter,Horkajarvi,-106.862435574508
Aq,Joroisselka,-177.728440678858
Aq,Joroisselka,-150.123907006308
Aq,Joroisselka,-167.465768885146
Aq,Joroisselka,-227.376143514515
Aq,Joroisselka,-184.453523333924
Aq,Joroisselka,-178.304025793219
Aq,Joroisselka,-187.156380234695
Aq,Joroisselka,-160.265875995737
Aq,Joroisselka,-189.720241547418
Aq,Joroisselka,-143.402242799579
Aq,Joroisselka,-223.311910264775
Aq,Joroisselka,-189.331624199813
Aq,Joroisselka,-243.502934490854
Aq,Joroisselka,-210.887161523858
Aq,Joroisselka,-176.688658842155
Aq,Joroisselka,-166.786501782936
Aq,Joroisselka,-180.358588950877
Aq,Joroisselka,-216.392240709028
Aq,Joroisselka,-183.103619516223
Aq,Joroisselka,-172.307519640829
Aq,Joroisselka,-207.885481117976
Aq,Joroisselka,-237.085671693373
Aq,Joroisselka,-206.947220751074
Aq,Joroisselka,-153.242797724267
Aq,Joroisselka,-192.362934965509
Aq,Joroisselka,-187.893443532126
Aq,Joroisselka,-189.790954953221
Aq,Joroisselka,-175.127273253805
Aq,Joroisselka,-200.41102561638
Aq,Joroisselka,-202.912233013959
Aq,Joroisselka,-206.179531843807
Aq,Joroisselka,-183.24149139765
Aq,Joroisselka,-193.021522655815
Aq,Joroisselka,-177.853312769245
Aq,Joroisselka,-161.758185460769
Aq,Joroisselka,-161.290460677273
Aq,Joroisselka,-165.485673051231
Aq,Joroisselka,-150.893589214312
Aq,Joroisselka,-185.99079354391
Aq,Joroisselka,-183.288792113335
Aq,Joroisselka,-191.365105588056
Aq,Joroisselka,-185.519771747661
Aq,Joroisselka,-196.658441861583
Aq,Joroisselka,-209.382028039472
Aq,Joroisselka,-176.657524997218
Aq,Joroisselka,-204.222766083788
Aq,Joroisselka,-213.768583138888
Aq,Joroisselka,-171.652755765098
Aq,Joroisselka,-209.021082081249
Aq,Joroisselka,-216.876630040196
Aq,Joroisselka,-171.343648845235
Aq,Joroisselka,-168.630873388032
Aq,Joroisselka,-171.184751494054
Aq,Joroisselka,-148.377593500765
Aq,Joroisselka,-183.057489654749
Aq,Joroisselka,-183.828705234803
Aq,Joroisselka,-163.36886172949
Aq,Joroisselka,-161.669026950631
Aq,Joroisselka,-151.306951887046
Aq,Joroisselka,-197.937915422594
Aq,Joroisselka,-159.86671484455
Aq,Joroisselka,-182.859081670682
Aq,Joroisselka,-197.829466793291
Aq,Joroisselka,-174.940980923811
Aq,Joroisselka,-179.543090909675
Aq,Joroisselka,-139.300066818253
Aq,Joroisselka,-173.364795601739
Aq,Joroisselka,-179.399325374991
Aq,Joroisselka,-170.693842426954
Aq,Joroisselka,-208.513079274202
Aq,Joroisselka,-184.648826987135
Aq,Joroisselka,-191.402455937911
Aq,Joroisselka,-163.910156491512
Aq,Joroisselka,-180.60327903869
Aq,Joroisselka,-223.784563886603
Aq,Joroisselka,-191.373412735254
Aq,Joroisselka,-196.270458851485
Aq,Joroisselka,-197.626819909415
Aq,Joroisselka,-158.56882498486
Aq,Joroisselka,-170.010640896996
Aq,Joroisselka,-166.171692826647
Aq,Joroisselka,-155.550484551431
Aq,Joroisselka,-183.385390289473
Aq,Joroisselka,-234.308933493701
Aq,Joroisselka,-187.318836250079
Aq,Joroisselka,-193.136065983981
Aq,Joroisselka,-176.095314557182
Aq,Joroisselka,-154.416833250533
Aq,Joroisselka,-183.167544039298
Aq,Joroisselka,-187.185238952514
Aq,Joroisselka,-164.132915416293
Aq,Joroisselka,-127.730470247614
Aq,Joroisselka,-204.753387103005
Aq,Joroisselka,-185.550956467478
Aq,Joroisselka,-188.810941676916
Aq,Joroisselka,-164.380553439075
Aq,Joroisselka,-180.964913311232
Aq,Joroisselka,-183.738764963932
Aq,Joroisselka,-114.807491975276
Aq,Joroisselka,-184.598093147017
Ter,Joroisselka,-120.992658178943
Ter,Joroisselka,-111.923068490724
Ter,Joroisselka,-85.9854837152335
Ter,Joroisselka,-118.345723816129
Ter,Joroisselka,-120.807808978111
Ter,Joroisselka,-109.592633700612
Ter,Joroisselka,-114.718527618347
Ter,Joroisselka,-122.762901061092
Ter,Joroisselka,-105.263612985353
Ter,Joroisselka,-127.387067079896
Ter,Joroisselka,-105.632136860352
Ter,Joroisselka,-117.079205553571
Ter,Joroisselka,-96.6116260731109
Ter,Joroisselka,-127.222621105423
Ter,Joroisselka,-97.6724495418378
Ter,Joroisselka,-109.567791258628
Ter,Joroisselka,-108.653546747868
Ter,Joroisselka,-99.0132617726721
Ter,Joroisselka,-121.536076081513
Ter,Joroisselka,-122.502626920619
Ter,Joroisselka,-111.778879727429
Ter,Joroisselka,-101.980760389743
Ter,Joroisselka,-99.3680439283887
Ter,Joroisselka,-118.340073123879
Ter,Joroisselka,-106.140323120008
Ter,Joroisselka,-120.834128606952
Ter,Joroisselka,-111.924162627114
Ter,Joroisselka,-141.326698313682
Ter,Joroisselka,-127.134296186834
Ter,Joroisselka,-108.811851404145
Ter,Joroisselka,-127.878733162767
Ter,Joroisselka,-115.009538921896
Ter,Joroisselka,-112.789301837118
Ter,Joroisselka,-100.766030154423
Ter,Joroisselka,-125.514825636805
Ter,Joroisselka,-114.875910071891
Ter,Joroisselka,-97.9505066377115
Ter,Joroisselka,-128.895968854563
Ter,Joroisselka,-103.250110706225
Ter,Joroisselka,-93.844674576271
Ter,Joroisselka,-110.195039850454
Ter,Joroisselka,-74.4433797670961
Ter,Joroisselka,-118.24891101527
Ter,Joroisselka,-125.259601370287
Ter,Joroisselka,-114.276129355105
Ter,Joroisselka,-119.772426682398
Ter,Joroisselka,-104.341025181706
Ter,Joroisselka,-103.104673735324
Ter,Joroisselka,-112.036978861662
Ter,Joroisselka,-112.636042054505
Ter,Joroisselka,-98.6562319689479
Ter,Joroisselka,-101.356400361831
Ter,Joroisselka,-88.9578506671772
Ter,Joroisselka,-111.280551170826
Ter,Joroisselka,-122.906818444707
Ter,Joroisselka,-110.644171466268
Ter,Joroisselka,-115.770244072595
Ter,Joroisselka,-128.857807220413
Ter,Joroisselka,-98.0617474431165
Ter,Joroisselka,-107.389810339391
Ter,Joroisselka,-130.957455304641
Ter,Joroisselka,-121.364450369692
Ter,Joroisselka,-107.564656521433
Ter,Joroisselka,-136.294879744436
Ter,Joroisselka,-123.240302529117
Ter,Joroisselka,-111.533434378146
Ter,Joroisselka,-114.17449385912
Ter,Joroisselka,-115.735176104949
Ter,Joroisselka,-124.856732288743
Ter,Joroisselka,-105.020331875926
Ter,Joroisselka,-143.422609745216
Ter,Joroisselka,-112.388029898014
Ter,Joroisselka,-112.847438435714
Ter,Joroisselka,-116.876865858321
Ter,Joroisselka,-118.869857854118
Ter,Joroisselka,-117.728462564881
Ter,Joroisselka,-129.312376373864
Ter,Joroisselka,-108.584921947406
Ter,Joroisselka,-130.722671881094
Ter,Joroisselka,-121.243942538823
Ter,Joroisselka,-108.511075172169
Ter,Joroisselka,-97.856880991903
Ter,Joroisselka,-101.296008168296
Ter,Joroisselka,-127.666921026175
Ter,Joroisselka,-132.130424039836
Ter,Joroisselka,-127.628149170621
Ter,Joroisselka,-111.641869955162
Ter,Joroisselka,-116.699353605623
Ter,Joroisselka,-113.483974920308
Ter,Joroisselka,-114.154975416459
Ter,Joroisselka,-125.327872326034
Ter,Joroisselka,-99.052717608815
Ter,Joroisselka,-107.759237160967
Ter,Joroisselka,-118.542522280657
Ter,Joroisselka,-103.319922857552
Ter,Joroisselka,-135.116319591127
Ter,Joroisselka,-116.586594714217
Ter,Joroisselka,-126.201960330409
Ter,Joroisselka,-101.007783938322
Ter,Joroisselka,-112.735318980617
Aq,Jyvasjarvi,-184.407051990507
Aq,Jyvasjarvi,-179.695180495084
Aq,Jyvasjarvi,-195.823510198212
Aq,Jyvasjarvi,-199.734871643894
Aq,Jyvasjarvi,-155.858946587323
Aq,Jyvasjarvi,-200.689861519446
Aq,Jyvasjarvi,-176.293899001048
Aq,Jyvasjarvi,-217.087662433824
Aq,Jyvasjarvi,-165.305382751887
Aq,Jyvasjarvi,-197.204782372303
Aq,Jyvasjarvi,-180.545745141209
Aq,Jyvasjarvi,-176.27104031482
Aq,Jyvasjarvi,-167.820466187042
Aq,Jyvasjarvi,-187.873300982816
Aq,Jyvasjarvi,-206.279110387835
Aq,Jyvasjarvi,-196.128403028628
Aq,Jyvasjarvi,-167.749013897826
Aq,Jyvasjarvi,-222.277926391572
Aq,Jyvasjarvi,-159.22714179033
Aq,Jyvasjarvi,-189.244292483663
Aq,Jyvasjarvi,-171.910779262513
Aq,Jyvasjarvi,-198.137706422221
Aq,Jyvasjarvi,-208.977052137359
Aq,Jyvasjarvi,-201.112114094577
Aq,Jyvasjarvi,-181.922022248603
Aq,Jyvasjarvi,-230.793704461133
Aq,Jyvasjarvi,-187.704396247815
Aq,Jyvasjarvi,-183.968244443698
Aq,Jyvasjarvi,-176.854173334005
Aq,Jyvasjarvi,-196.088669293819
Aq,Jyvasjarvi,-177.415718011884
Aq,Jyvasjarvi,-163.87534753483
Aq,Jyvasjarvi,-203.359732237746
Aq,Jyvasjarvi,-181.256052553984
Aq,Jyvasjarvi,-213.450590768053
Aq,Jyvasjarvi,-200.256788137412
Aq,Jyvasjarvi,-172.099235132359
Aq,Jyvasjarvi,-199.38839460107
Aq,Jyvasjarvi,-205.233625245056
Aq,Jyvasjarvi,-181.065610744852
Aq,Jyvasjarvi,-192.20362276469
Aq,Jyvasjarvi,-216.820444549689
Aq,Jyvasjarvi,-194.722349900561
Aq,Jyvasjarvi,-206.297157231057
Aq,Jyvasjarvi,-186.99759855387
Aq,Jyvasjarvi,-211.937152118641
Aq,Jyvasjarvi,-180.687722990694
Aq,Jyvasjarvi,-167.965741781629
Aq,Jyvasjarvi,-212.339971093274
Aq,Jyvasjarvi,-174.185951917228
Aq,Jyvasjarvi,-151.877593489117
Aq,Jyvasjarvi,-189.204420104421
Aq,Jyvasjarvi,-192.215834385774
Aq,Jyvasjarvi,-177.338698987223
Aq,Jyvasjarvi,-161.57480777038
Aq,Jyvasjarvi,-189.631829562277
Aq,Jyvasjarvi,-194.831029761116
Aq,Jyvasjarvi,-190.689463675563
Aq,Jyvasjarvi,-190.120640719094
Aq,Jyvasjarvi,-226.731935564041
Aq,Jyvasjarvi,-187.541652504974
Aq,Jyvasjarvi,-220.801839764783
Aq,Jyvasjarvi,-165.362670383919
Aq,Jyvasjarvi,-198.699510897958
Aq,Jyvasjarvi,-191.958429077142
Aq,Jyvasjarvi,-223.828680281101
Aq,Jyvasjarvi,-191.416250502208
Aq,Jyvasjarvi,-194.08531594891
Aq,Jyvasjarvi,-215.996242107689
Aq,Jyvasjarvi,-193.517083957792
Aq,Jyvasjarvi,-176.881106984239
Aq,Jyvasjarvi,-191.849044778861
Aq,Jyvasjarvi,-202.106603743856
Aq,Jyvasjarvi,-202.112672739357
Aq,Jyvasjarvi,-197.190563255563
Aq,Jyvasjarvi,-181.642790348784
Aq,Jyvasjarvi,-203.746807438988
Aq,Jyvasjarvi,-252.916029598512
Aq,Jyvasjarvi,-151.15307105853
Aq,Jyvasjarvi,-168.57653112995
Aq,Jyvasjarvi,-202.312607990522
Aq,Jyvasjarvi,-246.301134382224
Aq,Jyvasjarvi,-188.202741238106
Aq,Jyvasjarvi,-162.620074390116
Aq,Jyvasjarvi,-195.046712639172
Aq,Jyvasjarvi,-199.479661340691
Aq,Jyvasjarvi,-193.467825554403
Aq,Jyvasjarvi,-191.708996054101
Aq,Jyvasjarvi,-177.876745706122
Aq,Jyvasjarvi,-185.566826735514
Aq,Jyvasjarvi,-216.172724990984
Aq,Jyvasjarvi,-204.361755890238
Aq,Jyvasjarvi,-231.161720107415
Aq,Jyvasjarvi,-219.436997793587
Aq,Jyvasjarvi,-197.057420788583
Aq,Jyvasjarvi,-192.017223863725
Aq,Jyvasjarvi,-159.159478239474
Aq,Jyvasjarvi,-216.441228397184
Aq,Jyvasjarvi,-182.582246607892
Aq,Jyvasjarvi,-200.127027261242
Ter,Jyvasjarvi,-122.766015395071
Ter,Jyvasjarvi,-123.025385936558
Ter,Jyvasjarvi,-126.587448542059
Ter,Jyvasjarvi,-93.4355684230064
Ter,Jyvasjarvi,-128.147684459481
Ter,Jyvasjarvi,-120.051084998502
Ter,Jyvasjarvi,-113.551487738445
Ter,Jyvasjarvi,-104.102514154591
Ter,Jyvasjarvi,-127.72446772452
Ter,Jyvasjarvi,-120.080396322684
Ter,Jyvasjarvi,-102.042573297809
Ter,Jyvasjarvi,-136.504112305678
Ter,Jyvasjarvi,-136.375500767026
Ter,Jyvasjarvi,-116.19086871465
Ter,Jyvasjarvi,-124.835087521559
Ter,Jyvasjarvi,-120.126634203744
Ter,Jyvasjarvi,-119.560168734812
Ter,Jyvasjarvi,-138.664663778045
Ter,Jyvasjarvi,-107.910452841515
Ter,Jyvasjarvi,-115.381448020331
Ter,Jyvasjarvi,-129.604357031373
Ter,Jyvasjarvi,-140.193142137673
Ter,Jyvasjarvi,-104.83326873203
Ter,Jyvasjarvi,-127.039867221441
Ter,Jyvasjarvi,-118.670987490482
Ter,Jyvasjarvi,-139.406921722823
Ter,Jyvasjarvi,-109.556738111156
Ter,Jyvasjarvi,-130.030297899724
Ter,Jyvasjarvi,-131.502350813136
Ter,Jyvasjarvi,-119.931486696272
Ter,Jyvasjarvi,-114.688538014914
Ter,Jyvasjarvi,-123.183182324743
Ter,Jyvasjarvi,-110.42366866785
Ter,Jyvasjarvi,-117.42930745284
Ter,Jyvasjarvi,-129.756491663412
Ter,Jyvasjarvi,-150.979444240982
Ter,Jyvasjarvi,-124.245352036071
Ter,Jyvasjarvi,-123.934771152872
Ter,Jyvasjarvi,-123.742335322446
Ter,Jyvasjarvi,-113.40802978413
Ter,Jyvasjarvi,-123.234195976074
Ter,Jyvasjarvi,-121.384207541262
Ter,Jyvasjarvi,-142.746681576761
Ter,Jyvasjarvi,-139.080735460329
Ter,Jyvasjarvi,-127.098989148089
Ter,Jyvasjarvi,-132.681698485506
Ter,Jyvasjarvi,-123.869178141332
Ter,Jyvasjarvi,-133.522819015599
Ter,Jyvasjarvi,-110.913279776478
Ter,Jyvasjarvi,-105.772202687105
Ter,Jyvasjarvi,-126.804517170185
Ter,Jyvasjarvi,-123.2660254688
Ter,Jyvasjarvi,-122.08973453943
Ter,Jyvasjarvi,-114.686334764741
Ter,Jyvasjarvi,-119.406759197599
Ter,Jyvasjarvi,-147.457061352839
Ter,Jyvasjarvi,-125.285407779868
Ter,Jyvasjarvi,-113.043905925526
Ter,Jyvasjarvi,-135.635523490485
Ter,Jyvasjarvi,-129.570537767573
Ter,Jyvasjarvi,-142.425176669555
Ter,Jyvasjarvi,-128.242877481229
Ter,Jyvasjarvi,-132.176122245868
Ter,Jyvasjarvi,-124.155355577661
Ter,Jyvasjarvi,-115.34431073337
Ter,Jyvasjarvi,-123.425568699699
Ter,Jyvasjarvi,-122.881879370139
Ter,Jyvasjarvi,-123.081075899377
Ter,Jyvasjarvi,-122.574020170852
Ter,Jyvasjarvi,-127.837577391164
Ter,Jyvasjarvi,-121.695206568259
Ter,Jyvasjarvi,-124.702117370501
Ter,Jyvasjarvi,-140.848417491134
Ter,Jyvasjarvi,-117.235065269026
Ter,Jyvasjarvi,-145.743133136798
Ter,Jyvasjarvi,-130.404010236614
Ter,Jyvasjarvi,-132.425953342172
Ter,Jyvasjarvi,-119.60579138372
Ter,Jyvasjarvi,-126.555626683739
Ter,Jyvasjarvi,-115.879640438801
Ter,Jyvasjarvi,-135.156704125247
Ter,Jyvasjarvi,-116.623326558314
Ter,Jyvasjarvi,-138.947190754294
Ter,Jyvasjarvi,-120.916830115245
Ter,Jyvasjarvi,-119.215503949043
Ter,Jyvasjarvi,-118.099412278801
Ter,Jyvasjarvi,-129.371866750625
Ter,Jyvasjarvi,-114.855089103335
Ter,Jyvasjarvi,-119.159932061938
Ter,Jyvasjarvi,-126.115443733283
Ter,Jyvasjarvi,-118.015245673949
Ter,Jyvasjarvi,-116.39148030866
Ter,Jyvasjarvi,-130.083374905653
Ter,Jyvasjarvi,-136.259134716774
Ter,Jyvasjarvi,-97.3956516337819
